"nm_municipio";"nm_uf";"oper";"ano";"trabalhadores_resgatados"
"Nova Bandeirantes";"Mato Grosso";39;2010;4
"Nova Monte Verde";"Mato Grosso";39;2010;0
"Nova Bandeirantes";"Mato Grosso";39;2010;7
"Governador Archer";"Maranhão";40;2010;5
"Arvoredo";"Santa Catarina";41;2010;40
"Porto Velho";"Rondônia";42;2010;11
"Barreiras";"Bahia";43;2010;40
"Baixa Grande do Ribeiro";"Piauí";44;2010;6
"Baixa Grande do Ribeiro";"Piauí";45;2010;0
"Irineópolis";"Santa Catarina";46;2010;12
"Paragominas";"Pará";47;2010;0
"Paragominas";"Pará";47;2010;0
"Paragominas";"Pará";47;2010;0
"Jaguaré";"Espírito Santo";48;2010;19
"Jaguaré";"Espírito Santo";48;2010;20
"Irineópolis";"Santa Catarina";49;2010;0
"Irineópolis";"Santa Catarina";49;2010;0
"Calmon";"Santa Catarina";49;2010;12
"Caçador";"Santa Catarina";49;2010;0
"Jaguaré";"Espírito Santo";50;2010;38
"Marechal Floriano";"Espírito Santo";51;2010;15
"Abel Figueiredo";"Pará";52;2010;11
"São Félix do Xingu";"Pará";52;2010;15
"Brejo Grande do Araguaia";"Pará";52;2010;14
"Abel Figueiredo";"Pará";53;2010;6
"Açailândia";"Maranhão";53;2010;4
"Joviânia";"Goiás";54;2010;99
"João Pinheiro";"Minas Gerais";55;2010;7
"Parauapebas";"Pará";56;2010;9
"Eldorado dos Carajás";"Pará";56;2010;2
"Goianésia do Pará";"Pará";56;2010;8
"Palmas";"Paraná";57;2010;28
"União da Vitória";"Paraná";57;2010;6
"Palmas";"Paraná";57;2010;36
"São Félix do Xingu";"Pará";58;2010;2
"Ourilândia do Norte";"Pará";58;2010;0
"Água Azul do Norte";"Pará";58;2010;15
"Água Azul do Norte";"Pará";58;2010;0
"Tailândia";"Pará";59;2010;6
"Goianésia do Pará";"Pará";59;2010;0
"Goianésia do Pará";"Pará";59;2010;0
"Tailândia";"Pará";59;2010;0
"Tomé-Açu";"Pará";59;2010;0
"Mineiros";"Goiás";60;2010;1
"Mineiros";"Goiás";60;2010;2
"Ipameri";"Goiás";61;2010;8
"Ariquemes";"Rondônia";62;2010;1
"Alta Floresta";"Mato Grosso";63;2010;0
"Alta Floresta";"Mato Grosso";63;2010;0
"Nova Canaã do Norte";"Mato Grosso";63;2010;8
"Paranaíta";"Mato Grosso";63;2010;6
"São Domingos do Capim";"Pará";64;2010;0
"Rondolândia";"Mato Grosso";65;2010;12
"Barra do Choça";"Bahia";66;2010;17
"Estiva";"Minas Gerais";67;2010;24
"Estiva";"Minas Gerais";67;2010;22
"Porto Velho";"Rondônia";68;2010;0
"Porto Velho";"Rondônia";68;2010;0
"Porto Velho";"Rondônia";68;2010;17
"Bom Jardim";"Maranhão";69;2010;21
"Bom Jardim";"Maranhão";69;2010;47
"Ibiá";"Minas Gerais";70;2010;0
"João Pinheiro";"Minas Gerais";71;2010;0
"São Sebastião do Paraíso";"Minas Gerais";72;2010;0
"Uberaba";"Minas Gerais";73;2010;0
"Capinópolis";"Minas Gerais";74;2010;207
"Nova Belém";"Minas Gerais";75;2010;4
"Cotriguaçu";"Mato Grosso";76;2010;6
"Clevelândia";"Paraná";77;2010;0
"Clevelândia";"Paraná";77;2010;0
"Pinhão";"Paraná";77;2010;0
"Pinhão";"Paraná";77;2010;0
"Pinhão";"Paraná";77;2010;0
"Clevelândia";"Paraná";77;2010;19
"Cocalinho";"Mato Grosso";78;2010;0
"Cambuí";"Minas Gerais";79;2010;39
"Patos de Minas";"Minas Gerais";80;2010;39
"Serranópolis";"Goiás";81;2010;0
"Coxim";"Mato Grosso do Sul";82;2010;9
"Palmas";"Paraná";83;2010;0
"Coronel Domingos Soares";"Paraná";83;2010;0
"Coronel Domingos Soares";"Paraná";83;2010;0
"Ourilândia do Norte";"Pará";84;2010;4
"Ourilândia do Norte";"Pará";84;2010;18
"Ourilândia do Norte";"Pará";84;2010;13
"Ourilândia do Norte";"Pará";84;2010;3
"Ourilândia do Norte";"Pará";84;2010;3
"Ourilândia do Norte";"Pará";84;2010;2
"Ourilândia do Norte";"Pará";84;2010;4
"Conceição de Macabu";"Rio de Janeiro";85;2010;1
"Goianésia do Pará";"Pará";86;2010;0
"Moju";"Pará";86;2010;0
"Moju";"Pará";86;2010;0
"Jacundá";"Pará";86;2010;0
"Moju";"Pará";86;2010;0
"Moju";"Pará";86;2010;0
"Moju";"Pará";86;2010;0
"Moju";"Pará";86;2010;11
"Jacundá";"Pará";86;2010;0
"Jacundá";"Pará";86;2010;0
"Moju";"Pará";86;2010;0
"Vila Rica";"Mato Grosso";87;2010;8
"Apiacás";"Mato Grosso";88;2010;3
"São Domingos do Araguaia";"Pará";89;2010;3
"Goianésia do Pará";"Pará";89;2010;15
"Eldorado dos Carajás";"Pará";89;2010;0
"Eldorado dos Carajás";"Pará";89;2010;9
"Brejo Grande do Araguaia";"Pará";90;2010;3
"Itupiranga";"Pará";90;2010;32
"São Félix do Xingu";"Pará";91;2010;16
"São Félix do Xingu";"Pará";91;2010;3
"Apiacás";"Mato Grosso";92;2010;0
"Nova Monte Verde";"Mato Grosso";92;2010;0
"Cumaru do Norte";"Pará";93;2010;0
"Cumaru do Norte";"Pará";93;2010;0
"Santa Maria das Barreiras";"Pará";93;2010;0
"Santa Maria das Barreiras";"Pará";93;2010;0
"Boa Vista";"Paraíba";94;2010;31
"Palmas";"Paraná";95;2010;11
"General Carneiro";"Paraná";95;2010;0
"General Carneiro";"Paraná";95;2010;11
"Palmas";"Paraná";95;2010;9
"Jacareacanga";"Pará";96;2010;3
"Nova Ubiratã";"Mato Grosso";96;2010;4
"Rondon do Pará";"Pará";97;2010;6
"Palmeira do Piauí";"Piauí";98;2010;14
"Novo Repartimento";"Pará";99;2010;8
"Novo Repartimento";"Pará";99;2010;4
"Moju";"Pará";100;2010;0
"Unaí";"Minas Gerais";101;2010;54
"Unaí";"Minas Gerais";101;2010;78
"Eldorado dos Carajás";"Pará";102;2010;4
"Curionópolis";"Pará";102;2010;0
"São Paulo";"São Paulo";103;2010;0
"Bocaina do Sul";"Santa Catarina";104;2010;5
"Campos dos Goytacazes";"Rio de Janeiro";105;2010;33
"Santa Vitória";"Minas Gerais";106;2010;0
"São Francisco de Itabapoana";"Rio de Janeiro";107;2010;24
"Novo Mundo";"Mato Grosso";108;2010;2
"Novo Mundo";"Mato Grosso";108;2010;4
"Curionópolis";"Pará";109;2010;0
"São Félix do Xingu";"Pará";109;2010;5
"São Félix do Xingu";"Pará";109;2010;0
"Novo Progresso";"Pará";110;2010;0
"Jacareacanga";"Pará";110;2010;3
"Açailândia";"Maranhão";111;2010;8
"Açailândia";"Maranhão";111;2010;5
"Bom Jesus das Selvas";"Maranhão";111;2010;7
"Porto Nacional";"Tocantins";112;2010;7
"Araporã";"Minas Gerais";113;2010;0
"Bandeirante";"Santa Catarina";114;2010;0
"Bandeirante";"Santa Catarina";114;2010;0
"Bandeirante";"Santa Catarina";114;2010;0
"Bandeirante";"Santa Catarina";114;2010;0
"Xanxerê";"Santa Catarina";114;2010;15
"Paraguaçu";"Minas Gerais";115;2010;17
"Tomé-Açu";"Pará";116;2010;0
"Tomé-Açu";"Pará";116;2010;0
"Concórdia do Pará";"Pará";116;2010;0
"Tomé-Açu";"Pará";116;2010;0
"Tomé-Açu";"Pará";116;2010;0
"Rondon do Pará";"Pará";117;2010;10
"Rondon do Pará";"Pará";117;2010;0
"Rondon do Pará";"Pará";117;2010;6
"Rondon do Pará";"Pará";117;2010;0
"Diamantino";"Mato Grosso";118;2010;0
"Diamantino";"Mato Grosso";118;2010;0
"Nova Olímpia";"Mato Grosso";118;2010;0
"Tapurah";"Mato Grosso";119;2010;7
"Redenção";"Pará";120;2010;0
"Goianésia do Pará";"Pará";120;2010;4
"Oeiras do Pará";"Pará";120;2010;32
"Urubici";"Santa Catarina";121;2010;5
"Querência";"Mato Grosso";122;2010;0
"Nova Xavantina";"Mato Grosso";122;2010;0
"Ribeirão Cascalheira";"Mato Grosso";122;2010;0
"Barra do Garças";"Mato Grosso";122;2010;0
"Goiatuba";"Goiás";123;2010;0
"Itumbiara";"Goiás";123;2010;0
"Alvorada";"Tocantins";124;2010;0
"Alvorada";"Tocantins";124;2010;0
"Araguacema";"Tocantins";125;2010;33
"Várzea Grande";"Mato Grosso";126;2010;24
"Andaraí";"Bahia";127;2010;0
"São Paulo";"São Paulo";128;2010;51
"Linhares";"Espírito Santo";129;2010;15
"Escada";"Pernambuco";130;2010;0
"Ituiutaba";"Minas Gerais";131;2010;0
"Santa Luzia";"Maranhão";132;2010;12
"Manaus";"Amazonas";133;2010;4
"Uberlândia";"Minas Gerais";134;2010;2
"Ipameri";"Goiás";135;2010;0
"Ipameri";"Goiás";135;2010;0
"São Miguel do Araguaia";"Goiás";136;2010;0
"Jaraguá";"Goiás";137;2010;0
"Monte Aprazível";"São Paulo";138;2010;38
"Macedônia";"São Paulo";139;2010;0
"São Paulo";"São Paulo";140;2010;2
"São Paulo";"São Paulo";141;2010;0
"São Paulo";"São Paulo";142;2010;0
"Lábrea";"Amazonas";143;2010;11
"Santa Luzia";"Maranhão";1;2011;0
"São João do Carú";"Maranhão";1;2011;20
"Piçarra";"Pará";2;2011;0
"Moju";"Pará";3;2011;0
"Moju";"Pará";3;2011;0
"Dom Eliseu";"Pará";4;2011;5
"Abel Figueiredo";"Pará";4;2011;6
"Nova Mutum";"Mato Grosso";5;2011;0
"Sorriso";"Mato Grosso";5;2011;0
"Porto dos Gaúchos";"Mato Grosso";5;2011;3
"Rio Negrinho";"Santa Catarina";6;2011;22
"Novo Repartimento";"Pará";7;2011;7
"São Geraldo do Araguaia";"Pará";7;2011;7
"Itinga do Maranhão";"Maranhão";8;2011;0
"Itinga do Maranhão";"Maranhão";8;2011;0
"Bandeirantes do Tocantins";"Tocantins";9;2011;16
"Araguacema";"Tocantins";9;2011;6
"Porto Velho";"Rondônia";10;2011;0
"Porto Velho";"Rondônia";10;2011;6
"Porto Velho";"Rondônia";10;2011;1
"Porto Velho";"Rondônia";10;2011;2
"Porto Velho";"Rondônia";10;2011;0
"Cacaulândia";"Rondônia";11;2011;7
"Tunas do Paraná";"Paraná";12;2011;0
"Curitiba";"Paraná";12;2011;11
"Tunas do Paraná";"Paraná";12;2011;0
"Caçador";"Santa Catarina";13;2011;0
"Caçador";"Santa Catarina";13;2011;0
"Chapada dos Guimarães";"Mato Grosso";14;2011;12
"Cidelândia";"Maranhão";15;2011;0
"Ananás";"Tocantins";15;2011;0
"Formosa do Rio Preto";"Bahia";16;2011;0
"Luís Eduardo Magalhães";"Bahia";16;2011;4
"Cuiabá";"Mato Grosso";17;2011;2
"Lindóia do Sul";"Santa Catarina";18;2011;4
"Paracatu";"Minas Gerais";19;2011;5
"Chapada dos Guimarães";"Mato Grosso";20;2011;7
"Primavera do Leste";"Mato Grosso";21;2011;12
"Goiânia";"Goiás";22;2011;11
"Manaus";"Amazonas";23;2011;4
"Bonópolis";"Goiás";24;2011;0
"Bonópolis";"Goiás";24;2011;0
"Montes Claros de Goiás";"Goiás";24;2011;0
"Itumbiara";"Goiás";25;2011;0
"Juara";"Mato Grosso";26;2011;5
"Porto dos Gaúchos";"Mato Grosso";26;2011;12
"Araraquara";"São Paulo";27;2011;2
"Nova Monte Verde";"Mato Grosso";28;2011;0
"João Pinheiro";"Minas Gerais";29;2011;0
"João Pinheiro";"Minas Gerais";29;2011;0
"João Pinheiro";"Minas Gerais";29;2011;0
"Palmas";"Paraná";30;2011;0
"Passos Maia";"Santa Catarina";30;2011;0
"São Paulo";"São Paulo";31;2011;16
"Abaetetuba";"Pará";32;2011;0
"Moju";"Pará";32;2011;0
"Acará";"Pará";32;2011;0
"Moju";"Pará";32;2011;4
"Igarapé-Miri";"Pará";32;2011;7
"Moju";"Pará";32;2011;0
"Abaetetuba";"Pará";32;2011;0
"Cristópolis";"Bahia";33;2011;7
"Angical";"Bahia";33;2011;0
"Angical";"Bahia";33;2011;0
"Luís Eduardo Magalhães";"Bahia";33;2011;0
"Luís Eduardo Magalhães";"Bahia";33;2011;0
"Luís Eduardo Magalhães";"Bahia";33;2011;0
"Gouvelândia";"Goiás";34;2011;2
"Gouvelândia";"Goiás";34;2011;2
"Gouvelândia";"Goiás";34;2011;8
"Gouvelândia";"Goiás";34;2011;3
"Gouvelândia";"Goiás";34;2011;1
"Gouvelândia";"Goiás";34;2011;4
"Gouvelândia";"Goiás";34;2011;8
"Gouvelândia";"Goiás";34;2011;4
"Gouvelândia";"Goiás";34;2011;9
"Gouvelândia";"Goiás";34;2011;3
"Gouvelândia";"Goiás";34;2011;4
"Gouvelândia";"Goiás";34;2011;9
"Gouvelândia";"Goiás";34;2011;7
"Palmas";"Tocantins";35;2011;6
"Goiatins";"Tocantins";35;2011;0
"Americana";"São Paulo";36;2011;63
"Maracaçumé";"Maranhão";37;2011;16
"Conceição do Tocantins";"Tocantins";38;2011;6
"Conceição do Tocantins";"Tocantins";38;2011;0
"Formoso do Araguaia";"Tocantins";38;2011;0
"Natividade";"Tocantins";38;2011;20
"Palmas";"Paraná";39;2011;2
"Palmas";"Paraná";39;2011;0
"Palmas";"Paraná";39;2011;0
"Palmas";"Paraná";39;2011;0
"Guarapuava";"Paraná";39;2011;0
"Manicoré";"Amazonas";40;2011;3
"Manicoré";"Amazonas";40;2011;4
"Manicoré";"Amazonas";40;2011;2
"Manicoré";"Amazonas";40;2011;0
"Goianésia do Pará";"Pará";41;2011;11
"Abel Figueiredo";"Pará";42;2011;3
"Abel Figueiredo";"Pará";42;2011;0
"Abel Figueiredo";"Pará";42;2011;11
"Bom Jesus da Lapa";"Bahia";43;2011;1
"João Pinheiro";"Minas Gerais";44;2011;12
"Porto União";"Santa Catarina";45;2011;8
"União da Vitória";"Paraná";45;2011;0
"Porto Vitória";"Paraná";45;2011;6
"Diamantina";"Minas Gerais";46;2011;40
"Vacaria";"Rio Grande do Sul";47;2011;12
"Santo Antônio de Pádua";"Rio de Janeiro";48;2011;5
"Santo Antônio de Pádua";"Rio de Janeiro";48;2011;1
"Santo Antônio de Pádua";"Rio de Janeiro";48;2011;1
"Santo Antônio de Pádua";"Rio de Janeiro";48;2011;1
"Santo Antônio de Pádua";"Rio de Janeiro";48;2011;2
"Guajará-Mirim";"Rondônia";49;2011;9
"Guajará-Mirim";"Rondônia";49;2011;4
"Açailândia";"Maranhão";50;2011;0
"Santa Luzia";"Maranhão";50;2011;11
"Brejo Grande do Araguaia";"Pará";51;2011;0
"Pacajá";"Pará";51;2011;31
"Barreiras";"Bahia";52;2011;21
"Água Azul do Norte";"Pará";53;2011;13
"Tucumã";"Pará";53;2011;0
"João Pinheiro";"Minas Gerais";54;2011;2
"João Pinheiro";"Minas Gerais";54;2011;4
"Correntina";"Bahia";55;2011;30
"Correntina";"Bahia";55;2011;23
"João Pinheiro";"Minas Gerais";56;2011;1
"Campos dos Goytacazes";"Rio de Janeiro";57;2011;2
"Campos dos Goytacazes";"Rio de Janeiro";57;2011;0
"Campos dos Goytacazes";"Rio de Janeiro";57;2011;0
"Campos dos Goytacazes";"Rio de Janeiro";57;2011;0
"Campos dos Goytacazes";"Rio de Janeiro";57;2011;0
"Campos dos Goytacazes";"Rio de Janeiro";57;2011;18
"Conceição do Araguaia";"Pará";58;2011;11
"Conceição do Araguaia";"Pará";58;2011;0
"Buritis";"Minas Gerais";59;2011;1
"Buritis";"Minas Gerais";59;2011;5
"Buritis";"Minas Gerais";59;2011;3
"Roteiro";"Alagoas";60;2011;51
"Paracatu";"Minas Gerais";61;2011;10
"Correntina";"Bahia";62;2011;0
"Correntina";"Bahia";62;2011;0
"Correntina";"Bahia";62;2011;0
"Bandeirantes do Tocantins";"Tocantins";63;2011;17
"Paraúna";"Goiás";64;2011;10
"Anicuns";"Goiás";64;2011;22
"Peritoró";"Maranhão";65;2011;3
"Monte Castelo";"Santa Catarina";66;2011;10
"Canoinhas";"Santa Catarina";66;2011;5
"Canoinhas";"Santa Catarina";66;2011;5
"Nova Maringá";"Mato Grosso";67;2011;0
"Tapurah";"Mato Grosso";67;2011;0
"Tapurah";"Mato Grosso";67;2011;0
"Rondon do Pará";"Pará";68;2011;0
"Rondon do Pará";"Pará";68;2011;0
"Rondon do Pará";"Pará";68;2011;0
"Rondon do Pará";"Pará";68;2011;0
"Rondon do Pará";"Pará";68;2011;0
"Rondon do Pará";"Pará";68;2011;0
"Abel Figueiredo";"Pará";68;2011;2
"Plácido de Castro";"Acre";69;2011;8
"Juiz de Fora";"Minas Gerais";70;2011;16
"Crixás";"Goiás";71;2011;9
"São Miguel do Araguaia";"Goiás";71;2011;11
"Novo Planalto";"Goiás";71;2011;5
"Chapada da Natividade";"Tocantins";72;2011;27
"Lages";"Santa Catarina";73;2011;2
"Laurentino";"Santa Catarina";73;2011;0
"Chapecó";"Santa Catarina";74;2011;10
"São Félix do Xingu";"Pará";75;2011;8
"Oliveira";"Minas Gerais";76;2011;27
"Oliveira";"Minas Gerais";76;2011;15
"Apiacás";"Mato Grosso";77;2011;0
"Santa Filomena";"Piauí";78;2011;5
"Bonfinópolis de Minas";"Minas Gerais";79;2011;4
"São Jerônimo";"Rio Grande do Sul";80;2011;5
"São Jerônimo";"Rio Grande do Sul";80;2011;0
"Pintópolis";"Minas Gerais";81;2011;15
"Pintópolis";"Minas Gerais";81;2011;2
"São Paulo";"São Paulo";82;2011;3
"Naviraí";"Mato Grosso do Sul";83;2011;368
"Naviraí";"Mato Grosso do Sul";83;2011;0
"Boca do Acre";"Amazonas";84;2011;13
"Boca do Acre";"Amazonas";84;2011;29
"Vacaria";"Rio Grande do Sul";85;2011;8
"Ariquemes";"Rondônia";86;2011;6
"Cujubim";"Rondônia";87;2011;22
"São Geraldo do Araguaia";"Pará";88;2011;3
"Itupiranga";"Pará";88;2011;0
"Marabá";"Pará";88;2011;6
"Santa Maria das Barreiras";"Pará";89;2011;4
"Redenção";"Pará";89;2011;0
"Catanduvas";"Santa Catarina";90;2011;2
"Campos Gerais";"Minas Gerais";91;2011;17
"Canápolis";"Minas Gerais";92;2011;0
"João Lisboa";"Maranhão";93;2011;10
"Butiá";"Rio Grande do Sul";94;2011;0
"Amaral Ferrador";"Rio Grande do Sul";94;2011;0
"Triunfo";"Rio Grande do Sul";94;2011;0
"Goianápolis";"Goiás";95;2011;69
"São Félix do Xingu";"Pará";96;2011;0
"São Félix do Xingu";"Pará";96;2011;6
"Tucumã";"Pará";96;2011;0
"Novo Repartimento";"Pará";97;2011;2
"Novo Repartimento";"Pará";97;2011;0
"Novo Repartimento";"Pará";97;2011;0
"Novo Repartimento";"Pará";97;2011;0
"Novo Repartimento";"Pará";97;2011;0
"Sítio do Mato";"Bahia";98;2011;22
"Açailândia";"Maranhão";99;2011;19
"Buriticupu";"Maranhão";99;2011;0
"Buriticupu";"Maranhão";99;2011;0
"Buriticupu";"Maranhão";99;2011;0
"Buriticupu";"Maranhão";99;2011;0
"Buriticupu";"Maranhão";99;2011;0
"Dourados";"Mato Grosso do Sul";100;2011;7
"Paranaíta";"Mato Grosso";101;2011;0
"Santa Rita do Novo Destino";"Goiás";102;2011;0
"Goianésia";"Goiás";102;2011;0
"Palmas";"Paraná";103;2011;0
"Passos Maia";"Santa Catarina";103;2011;6
"Matos Costa";"Santa Catarina";103;2011;9
"Brasnorte";"Mato Grosso";104;2011;4
"Vilhena";"Rondônia";105;2011;0
"Riachão das Neves";"Bahia";106;2011;2
"Altamira do Maranhão";"Maranhão";107;2011;6
"Ipameri";"Goiás";108;2011;0
"Vianópolis";"Goiás";108;2011;16
"Vianópolis";"Goiás";108;2011;0
"Vianópolis";"Goiás";108;2011;0
"Americana";"São Paulo";109;2011;38
"Curionópolis";"Pará";110;2011;19
"Novo Repartimento";"Pará";110;2011;6
"Novo Repartimento";"Pará";110;2011;5
"Campos dos Goytacazes";"Rio de Janeiro";111;2011;53
"Itupiranga";"Pará";112;2011;0
"São Geraldo do Araguaia";"Pará";112;2011;5
"Itupiranga";"Pará";112;2011;0
"Barueri";"São Paulo";113;2011;15
"São Mateus do Maranhão";"Maranhão";114;2011;10
"Lábrea";"Amazonas";115;2011;8
"Cumaru do Norte";"Pará";116;2011;0
"Cumaru do Norte";"Pará";116;2011;0
"Floresta do Araguaia";"Pará";116;2011;29
"Medicilândia";"Pará";117;2011;0
"Brasil Novo";"Pará";117;2011;0
"Medicilândia";"Pará";117;2011;0
"Medicilândia";"Pará";117;2011;0
"São Félix do Araguaia";"Mato Grosso";118;2011;18
"Xanxerê";"Santa Catarina";119;2011;6
"Santo Antônio do Leverger";"Mato Grosso";120;2011;14
"Divinópolis";"Minas Gerais";121;2011;56
"Duas Barras";"Rio de Janeiro";122;2011;9
"Bom Jardim";"Maranhão";123;2011;4
"Centro Novo do Maranhão";"Maranhão";123;2011;0
"Carutapera";"Maranhão";123;2011;1
"Goianésia do Pará";"Pará";124;2011;2
"Tailândia";"Pará";124;2011;4
"Goianésia do Pará";"Pará";124;2011;6
"São José do Cerrito";"Santa Catarina";125;2011;8
"Concórdia";"Santa Catarina";125;2011;6
"Buritis";"Minas Gerais";126;2011;15
"Unaí";"Minas Gerais";127;2011;4
"Simonésia";"Minas Gerais";128;2011;11
"Cássia";"Minas Gerais";129;2011;20
"Brasilândia do Tocantins";"Tocantins";130;2011;8
"Corumbiara";"Rondônia";131;2011;6
"Itajá";"Goiás";132;2011;19
"Paragominas";"Pará";133;2011;11
"Frutal";"Minas Gerais";134;2011;0
"Porto dos Gaúchos";"Mato Grosso";135;2011;2
"Uberaba";"Minas Gerais";136;2011;0
"Uberaba";"Minas Gerais";136;2011;0
"Montes Claros de Goiás";"Goiás";137;2011;26
"Vicentinópolis";"Goiás";138;2011;39
"Bom Jardim";"Rio de Janeiro";139;2011;20
"Marabá";"Pará";140;2011;4
"Parauapebas";"Pará";140;2011;3
"Marabá";"Pará";140;2011;0
"São Francisco de Paula";"Rio Grande do Sul";141;2011;0
"Cambará do Sul";"Rio Grande do Sul";141;2011;0
"São Francisco de Paula";"Rio Grande do Sul";141;2011;0
"São Francisco de Paula";"Rio Grande do Sul";141;2011;0
"Cambará do Sul";"Rio Grande do Sul";141;2011;0
"São Francisco de Paula";"Rio Grande do Sul";141;2011;3
"São Félix do Xingu";"Pará";142;2011;0
"Rondon do Pará";"Pará";142;2011;0
"Eldorado dos Carajás";"Pará";142;2011;0
"Porto Velho";"Rondônia";143;2011;8
"Porto Velho";"Rondônia";143;2011;4
"Rio Verde de Mato Grosso";"Mato Grosso do Sul";144;2011;4
"Guajará-Mirim";"Rondônia";145;2011;5
"Água Azul do Norte";"Pará";146;2011;0
"Ourilândia do Norte";"Pará";146;2011;4
"Guaranésia";"Minas Gerais";147;2011;0
"São José do Rio Pardo";"São Paulo";148;2011;15
"Araguapaz";"Goiás";149;2011;8
"Ituporanga";"Santa Catarina";150;2011;0
"Ituporanga";"Santa Catarina";150;2011;0
"Ituporanga";"Santa Catarina";150;2011;0
"Imbuia";"Santa Catarina";150;2011;0
"Ituporanga";"Santa Catarina";150;2011;0
"Ituporanga";"Santa Catarina";150;2011;0
"Ituporanga";"Santa Catarina";150;2011;0
"Feijó";"Acre";151;2011;7
"São Romão";"Minas Gerais";152;2011;8
"Porto Acre";"Acre";153;2011;0
"Itinga do Maranhão";"Maranhão";154;2011;0
"Santa Luzia";"Maranhão";154;2011;0
"Bom Jesus das Selvas";"Maranhão";154;2011;0
"Santa Luzia";"Maranhão";154;2011;7
"Ituporanga";"Santa Catarina";155;2011;0
"Ituporanga";"Santa Catarina";155;2011;0
"Ituporanga";"Santa Catarina";155;2011;0
"Ituporanga";"Santa Catarina";155;2011;0
"Ituporanga";"Santa Catarina";155;2011;0
"Ituporanga";"Santa Catarina";155;2011;0
"Chapadão do Lageado";"Santa Catarina";155;2011;0
"Ituporanga";"Santa Catarina";155;2011;0
"Monte Negro";"Rondônia";156;2011;0
"Brejetuba";"Espírito Santo";157;2011;22
"Vitória do Xingu";"Pará";158;2011;0
"Placas";"Pará";158;2011;0
"Uruará";"Pará";158;2011;0
"Santarém";"Pará";158;2011;0
"Prainha";"Pará";158;2011;0
"Uruará";"Pará";158;2011;0
"Caçador";"Santa Catarina";159;2011;4
"Pontalina";"Goiás";160;2011;0
"São Paulo";"São Paulo";161;2011;12
"Juiz de Fora";"Minas Gerais";162;2011;114
"Oeiras";"Piauí";163;2011;12
"São Félix do Xingu";"Pará";164;2011;0
"Tucumã";"Pará";164;2011;0
"Maracaju";"Mato Grosso do Sul";165;2011;10
"Ariquemes";"Rondônia";166;2011;10
"São Carlos";"São Paulo";167;2011;13
"São Carlos";"São Paulo";167;2011;0
"São Mateus do Maranhão";"Maranhão";168;2011;19
"Fortaleza";"Ceará";169;2011;0
"Ribeirão Preto";"São Paulo";170;2011;5
"Amarante";"Piauí";171;2011;6
"Barra do Choça";"Bahia";172;2011;0
"Recife";"Pernambuco";173;2011;0
"Tunas do Paraná";"Paraná";1;2012;15
"Campo Alegre";"Santa Catarina";1;2012;0
"Moju";"Pará";2;2012;0
"Tailândia";"Pará";2;2012;52
"São Félix do Xingu";"Pará";3;2012;1
"São Félix do Xingu";"Pará";3;2012;5
"Barreiras do Piauí";"Piauí";4;2012;14
"Barreiras do Piauí";"Piauí";4;2012;10
"Itajá";"Goiás";5;2012;7
"São Paulo";"São Paulo";6;2012;11
"Itupiranga";"Pará";7;2012;6
"Itupiranga";"Pará";7;2012;2
"Itupiranga";"Pará";7;2012;7
"Abel Figueiredo";"Pará";7;2012;11
"Cáceres";"Mato Grosso";8;2012;3
"Codó";"Maranhão";9;2012;8
"União de Minas";"Minas Gerais";10;2012;33
"Novo Repartimento";"Pará";11;2012;12
"Pacajá";"Pará";11;2012;0
"Xinguara";"Pará";12;2012;0
"Bannach";"Pará";12;2012;0
"Monte Alegre do Piauí";"Piauí";13;2012;15
"Barreiras";"Bahia";13;2012;0
"São Paulo";"São Paulo";14;2012;11
"Rio Verde";"Goiás";15;2012;24
"Santa Fé de Minas";"Minas Gerais";16;2012;33
"Santa Fé de Minas";"Minas Gerais";16;2012;2
"Santa Fé de Minas";"Minas Gerais";16;2012;0
"Rondolândia";"Mato Grosso";17;2012;0
"Rondolândia";"Mato Grosso";17;2012;0
"Campo Novo de Rondônia";"Rondônia";17;2012;0
"Pau D'Arco";"Pará";18;2012;10
"Santana do Araguaia";"Pará";18;2012;13
"Santa Inês";"Maranhão";19;2012;12
"Santa Luzia";"Maranhão";19;2012;9
"Açailândia";"Maranhão";19;2012;0
"Reserva";"Paraná";20;2012;7
"Santo Antônio de Pádua";"Rio de Janeiro";21;2012;7
"São José do Rio Claro";"Mato Grosso";22;2012;9
"Canguçu";"Rio Grande do Sul";23;2012;6
"Palmas";"Paraná";24;2012;3
"Lages";"Santa Catarina";25;2012;1
"Lages";"Santa Catarina";25;2012;11
"Pradópolis";"São Paulo";26;2012;9
"Ipameri";"Goiás";27;2012;0
"Ipameri";"Goiás";27;2012;0
"Campo Alegre de Goiás";"Goiás";27;2012;0
"Formosa do Rio Preto";"Bahia";28;2012;8
"Formosa do Rio Preto";"Bahia";28;2012;21
"Barreiras do Piauí";"Piauí";28;2012;0
"Formosa do Rio Preto";"Bahia";28;2012;0
"Formosa do Rio Preto";"Bahia";28;2012;4
"São Félix do Xingu";"Pará";29;2012;3
"Nova Ipixuna";"Pará";29;2012;0
"Marabá";"Pará";29;2012;0
"Marabá";"Pará";29;2012;0
"Pacajá";"Pará";30;2012;48
"Pacajá";"Pará";30;2012;2
"Pacajá";"Pará";30;2012;0
"Boca do Acre";"Amazonas";31;2012;10
"Aparecida de Goiânia";"Goiás";32;2012;0
"Rio Verde";"Goiás";32;2012;17
